.species.name,tax.id,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep
Mycobacterium phage Krueger,2015820,phage,NCBI Refseq,209,NC_051601,4382,60321,100,TRUE
Mycobacterium phage SirPhilip,2015824,phage,NCBI Refseq,209,NC_051627,3965,61882,100,TRUE
Mycobacterium phage Unicorn,2015825,phage,NCBI Refseq,209,NC_051599,4329,61208,100,TRUE
Rhodococcus phage Hiro,2015828,phage,NCBI Refseq,209,NC_048669,1032,46854,100,TRUE
Mycobacterium phage Ksquared,2015833,phage,NCBI Refseq,209,NC_051732,738,48699,100,TRUE
Arthrobacter phage Colucci,2015834,phage,NCBI Refseq,209,NC_042000,4011,70707,100,TRUE
Arthrobacter phage Molivia,2015839,phage,NCBI Refseq,209,NC_042001,4228,58247,100,TRUE
Mycobacterium phage Finemlucis,2015844,phage,NCBI Refseq,209,NC_053507,2561,77031,100,TRUE
Corynebacterium phage Poushou,2015851,phage,NCBI Refseq,209,NC_042139,1953,40353,100,TRUE
Arthrobacter phage Abidatro,2015853,phage,NCBI Refseq,209,NC_042002,1839,39122,100,TRUE
Arthrobacter phage LiSara,2015860,phage,NCBI Refseq,209,NC_055032,4399,60137,100,TRUE
Arthrobacter phage Nubia,2015865,phage,NCBI Refseq,209,NC_054426,249,44045,100,TRUE
Arthrobacter phage Wheelbite,2015873,phage,NCBI Refseq,209,NC_055034,4344,59879,100,TRUE
Mycobacterium phage Amohnition,2015874,phage,NCBI Refseq,209,NC_051606,3960,61761,100,TRUE
Mycobacterium phage Bartholomew,2015875,phage,NCBI Refseq,209,NC_051734,1148,46484,100,TRUE
Mycobacterium phage DarthP,2015879,phage,NCBI Refseq,209,NC_051607,4309,61594,100,TRUE
Mycobacterium phage Findley,2015882,phage,NCBI Refseq,209,NC_051598,3510,58150,100,TRUE
Mycobacterium phage Krypton555,2015885,phage,NCBI Refseq,209,NC_053505,2532,76075,100,TRUE
Mycobacterium phage LastHope,2015886,phage,NCBI Refseq,209,NC_051620,4280,60934,100,TRUE
Alteromonas virus vB_AspP-H4/4,2016032,phage,NCBI Refseq,209,NC_047834,727,47631,100,TRUE
Acinetobacter phage vB_AbaP_B1,2016049,phage,NCBI Refseq,209,NC_042003,455,40879,100,TRUE
Acinetobacter phage vB_AbaP_B3,2016050,phage,NCBI Refseq,209,NC_042004,1898,40598,100,TRUE
Acinetobacter phage vB_ApiP_P1,2016052,phage,NCBI Refseq,209,NC_042006,473,41208,100,TRUE
Acinetobacter phage vB_ApiP_P2,2016053,phage,NCBI Refseq,209,NC_042007,368,41514,100,TRUE
Enterococcus phage Idefix,2017580,phage,NCBI Refseq,209,NC_049937,1704,18168,100,TRUE
Escherichia phage OSYSP,2020879,phage,NCBI Refseq,209,NC_047835,2302,110901,100,TRUE
Bacillus phage vB_BveP-Goe6,2022474,phage,NCBI Refseq,209,NC_049965,1591,19105,100,TRUE
Marinomonas phage CB5A,2022859,phage,NCBI Refseq,209,NC_047836,953,45385,100,TRUE
Bacillus phage Juan,2023949,phage,NCBI Refseq,209,NC_049963,1257,25032,100,TRUE
Bacillus phage KonjoTrouble,2023950,phage,NCBI Refseq,209,NC_049964,1254,26061,100,TRUE
Mycobacterium phage Spoonbill,2023953,phage,NCBI Refseq,209,NC_051711,3389,55735,100,TRUE
Streptomyces phage Mildred21,2023959,phage,NCBI Refseq,209,NC_042008,2384,131976,100,TRUE
Streptomyces phage NootNoot,2023992,phage,NCBI Refseq,209,NC_042009,2414,131086,100,TRUE
Streptomyces phage Paradiddles,2023993,phage,NCBI Refseq,209,NC_042010,2441,133486,100,TRUE
Streptomyces phage Peebs,2023994,phage,NCBI Refseq,209,NC_042011,2394,133047,100,TRUE
Streptomyces phage Samisti12,2023995,phage,NCBI Refseq,209,NC_042012,2434,133710,100,TRUE
Synechococcus phage Bellamy,2023996,phage,NCBI Refseq,209,NC_047838,2964,204930,100,TRUE
Pseudoalteromonas phage J2-1,2023998,phage,NCBI Refseq,209,NC_047839,2460,120295,100,TRUE
Mycobacterium phage Bella96,2024005,phage,NCBI Refseq,209,NC_051616,4292,60746,100,TRUE
Aeromonas phage AS-zj,2024208,phage,NCBI Refseq,209,NC_048673,2333,229929,100,TRUE
Staphylococcus phage SN8,2024213,phage,NCBI Refseq,209,NC_055020,1750,39803,100,TRUE
Xanthomonas phage phi Xc10,2024237,phage,NCBI Refseq,209,NC_047840,969,44597,100,TRUE
Klebsiella phage KPN N137,2024238,phage,NCBI Refseq,209,NC_048670,9,59100,100,TRUE
Klebsiella phage KPN N141,2024239,phage,NCBI Refseq,209,NC_047841,632,49090,100,TRUE
Klebsiella phage KPN U2874,2024241,phage,NCBI Refseq,209,NC_052988,9,59087,100,FALSE
Klebsiella phage 2044-307w,2024247,phage,NCBI Refseq,209,NC_047842,1918,40048,100,TRUE
Leclercia phage 10164-302,2024248,phage,NCBI Refseq,209,NC_047843,1833,39064,100,TRUE
Serratia phage 2050H2,2024251,phage,NCBI Refseq,209,NC_047844,1822,39216,100,TRUE
Serratia phage vB_SmaM_ 2050HW,2024252,phage,NCBI Refseq,209,NC_048668,2117,276025,100,TRUE
Agrobacterium phage Atu_ph02,2024261,phage,NCBI Refseq,209,NC_047845,948,45423,100,TRUE
Agrobacterium phage Atu_ph03,2024262,phage,NCBI Refseq,209,NC_047846,923,45175,100,TRUE
Agrobacterium phage Atu_ph07,2024264,phage,NCBI Refseq,209,NC_042013,1551,490380,100,TRUE
Arthrobacter phage Piccoletto,2024282,phage,NCBI Refseq,209,NC_042014,837,49808,100,TRUE
Arthrobacter phage Shade,2024283,phage,NCBI Refseq,209,NC_042015,3696,50930,100,TRUE
Streptomyces phage DrGrey,2024284,phage,NCBI Refseq,209,NC_042016,3375,56076,100,TRUE
Mycobacterium phage JoshKayV,2024294,phage,NCBI Refseq,209,NC_054812,3769,53366,100,TRUE
Mycobacterium phage Kimona,2024295,phage,NCBI Refseq,209,NC_054793,875,50283,100,TRUE
Mycobacterium phage Majeke,2024296,phage,NCBI Refseq,209,NC_051737,714,47612,100,TRUE
Mycobacterium phage Avocado,2024302,phage,NCBI Refseq,209,NC_054443,952,45389,100,TRUE
Mycobacterium phage MyraDee,2024303,phage,NCBI Refseq,209,NC_054791,764,50514,100,TRUE
Shigella phage Sf14,2024304,phage,NCBI Refseq,209,NC_042075,2683,87575,100,TRUE
Shigella phage Sf17,2024305,phage,NCBI Refseq,209,NC_042076,2686,90092,100,TRUE
Shigella phage Sf21,2024308,phage,NCBI Refseq,209,NC_042077,2908,166002,100,TRUE
Shigella phage Sf24,2024309,phage,NCBI Refseq,209,NC_042078,2843,168112,100,TRUE
Shigella phage Sd1,2024313,phage,NCBI Refseq,209,NC_047847,759,48262,100,TRUE
Shigella phage Sfin-1,2024314,phage,NCBI Refseq,209,NC_047998,787,50403,100,TRUE
Shigella phage Sf12,2024315,phage,NCBI Refseq,209,NC_047848,721,47647,100,TRUE
Shigella phage Sf13,2024316,phage,NCBI Refseq,209,NC_042017,2672,87570,100,TRUE
Shigella phage Sf22,2024320,phage,NCBI Refseq,209,NC_042039,2922,166283,100,TRUE
Shigella phage Sf23,2024321,phage,NCBI Refseq,209,NC_054941,2789,167678,100,TRUE
Escherichia phage saus132,2024325,phage,NCBI Refseq,209,NC_047884,2509,121986,100,TRUE
Escherichia phage chee24,2024330,phage,NCBI Refseq,209,NC_047885,2459,120622,100,TRUE
Lactococcus phage 05802,2024334,phage,NCBI Refseq,209,NC_054990,1606,22434,100,TRUE
Lactococcus phage 37203,2024335,phage,NCBI Refseq,209,NC_054992,1638,22029,100,TRUE
Lactococcus phage 50102,2024336,phage,NCBI Refseq,209,NC_054993,1613,22242,100,TRUE
Lactococcus phage 50504,2024337,phage,NCBI Refseq,209,NC_054994,1581,21562,100,TRUE
Lactococcus phage 62402,2024338,phage,NCBI Refseq,209,NC_054996,1635,21980,100,TRUE
Lactococcus phage 62403,2024339,phage,NCBI Refseq,209,NC_054997,1605,21704,100,TRUE
Lactococcus phage 62606,2024340,phage,NCBI Refseq,209,NC_054998,1633,22185,100,TRUE
Caulobacter phage Lullwater,2024607,phage,NCBI Refseq,209,NC_047860,977,44638,100,TRUE
Proteus phage PM2,2025809,phage,NCBI Refseq,209,NC_055727,2880,163469,100,TRUE
Escherichia phage EC121,2025815,phage,NCBI Refseq,209,NC_054909,2825,168805,100,TRUE
Escherichia phage ECO4,2025816,phage,NCBI Refseq,209,NC_054911,2850,168638,100,TRUE
Salmonella phage SP1,2025818,phage,NCBI Refseq,209,NC_049396,3270,156585,100,TRUE
Salmonella phage SH9,2025819,phage,NCBI Refseq,209,NC_047999,2298,111607,100,TRUE
Salmonella phage SG1,2025823,phage,NCBI Refseq,209,NC_054936,3010,169805,100,TRUE
Erwinia phage vB_EamM_RisingSun,2026080,phage,NCBI Refseq,209,NC_042018,4034,235108,100,TRUE
Aeromonas phage AS-gz,2026082,phage,NCBI Refseq,209,NC_042019,3229,162422,100,TRUE
Klebsiella phage YMC16/01/N133_KPN_BP,2026102,phage,NCBI Refseq,209,NC_052975,4211,58387,100,TRUE
Aeromonas phage AS-sw,2026113,phage,NCBI Refseq,209,NC_048674,2665,230024,100,TRUE
Escherichia phage vB_EcoS-95,2026130,phage,NCBI Refseq,209,NC_048132,3683,50910,100,TRUE
Lactococcus phage LP8511,2026814,phage,NCBI Refseq,209,NC_049416,1390,29953,100,TRUE
Klebsiella phage AltoGao,2026943,phage,NCBI Refseq,209,NC_047849,165,43012,100,TRUE
Klebsiella phage SopranoGao,2026944,phage,NCBI Refseq,209,NC_054966,4321,61644,100,TRUE
Klebsiella phage MezzoGao,2026950,phage,NCBI Refseq,209,NC_047850,835,49807,100,TRUE
Lactococcus phage LP9207,2027250,phage,NCBI Refseq,209,NC_049417,1189,29203,100,TRUE
Lactococcus phage LP9404,2027252,phage,NCBI Refseq,209,NC_049418,1389,30072,100,TRUE
Lactococcus phage LP9609,2027256,phage,NCBI Refseq,209,NC_049419,1435,30945,100,TRUE
Lactococcus phage LP9903,2027259,phage,NCBI Refseq,209,NC_049420,1205,29557,100,TRUE
Lactococcus phage LP9908,2027260,phage,NCBI Refseq,209,NC_049421,1216,29668,100,TRUE
Lactococcus phage LP0209,2027267,phage,NCBI Refseq,209,NC_049422,1397,30339,100,TRUE
Lactococcus phage LP0903,2027272,phage,NCBI Refseq,209,NC_049423,1409,31049,100,TRUE
Lactococcus phage LP1502a,2027277,phage,NCBI Refseq,209,NC_049424,1395,30247,100,TRUE
Arthrobacter phage Adat,2027883,phage,NCBI Refseq,209,NC_042020,961,45428,100,TRUE
Brevibacterium phage LuckyBarnes,2027888,phage,NCBI Refseq,209,NC_047851,798,50774,100,TRUE
Mycobacterium phage Apocalypse,2027890,phage,NCBI Refseq,209,NC_051614,4353,59947,100,TRUE
Mycobacterium phage Emma,2027893,phage,NCBI Refseq,209,NC_051653,3561,56418,100,TRUE
Mycobacterium phage Geralt,2027894,phage,NCBI Refseq,209,NC_055730,20,55765,98.82,FALSE
Mycobacterium phage Phabba,2027899,phage,NCBI Refseq,209,NC_054714,2886,164254,100,TRUE
Mycobacterium phage RitaG,2027900,phage,NCBI Refseq,209,NC_051704,3475,57789,100,TRUE
Mycobacterium phage Smairt,2027901,phage,NCBI Refseq,209,NC_052464,3346,54655,100,TRUE
Mycobacterium phage Wachhund,2027903,phage,NCBI Refseq,209,NC_051717,3349,54513,100,TRUE
Rhodococcus phage Trina,2027905,phage,NCBI Refseq,209,NC_042040,3132,139262,100,TRUE
Staphylococcus phage phiSa2wa_st1,2029064,phage,NCBI Refseq,209,NC_055045,944,45585,100,TRUE
Staphylococcus phage UPMK_2,2029631,phage,NCBI Refseq,209,NC_054983,438,40955,100,TRUE
Pseudomonas phage BrSP1,2029635,phage,NCBI Refseq,209,NC_048675,3901,66189,100,TRUE
Bordetella phage vB_BbrM_PHB04,2029657,phage,NCBI Refseq,209,NC_047861,2336,94005,100,TRUE
Lactococcus phage 05601,2029658,phage,NCBI Refseq,209,NC_049397,2069,32895,100,TRUE
Lactococcus phage 16802,2029659,phage,NCBI Refseq,209,NC_049398,1285,28721,100,TRUE
Lactococcus phage 30804,2029660,phage,NCBI Refseq,209,NC_049399,1386,30401,100,TRUE
Lactococcus phage 37201,2029661,phage,NCBI Refseq,209,NC_049400,1429,30989,100,TRUE
Lactococcus phage 38503,2029662,phage,NCBI Refseq,209,NC_049401,1291,27948,100,TRUE
Lactococcus phage 38507,2029663,phage,NCBI Refseq,209,NC_049402,1367,32458,100,TRUE
Lactococcus phage 51701,2029664,phage,NCBI Refseq,209,NC_049403,1361,32529,100,TRUE
Lactococcus phage 56003,2029665,phage,NCBI Refseq,209,NC_049404,1434,30926,100,TRUE
Lactococcus phage 56301,2029666,phage,NCBI Refseq,209,NC_049405,1364,32555,100,TRUE
Lactococcus phage 57001,2029667,phage,NCBI Refseq,209,NC_049406,1329,31819,100,TRUE
Lactococcus phage 62601,2029668,phage,NCBI Refseq,209,NC_049407,1422,30852,100,TRUE
Lactococcus phage 62605,2029669,phage,NCBI Refseq,209,NC_049408,1431,31014,100,TRUE
Lactococcus phage 63302,2029670,phage,NCBI Refseq,209,NC_049409,1306,31883,100,TRUE
Lactococcus phage 66901,2029671,phage,NCBI Refseq,209,NC_049410,1269,28917,100,TRUE
Lactococcus phage 79201,2029672,phage,NCBI Refseq,209,NC_049411,1416,31123,100,TRUE
Lactococcus phage 88605,2029673,phage,NCBI Refseq,209,NC_049412,1319,31508,100,TRUE
Lactococcus phage 96401,2029674,phage,NCBI Refseq,209,NC_049413,1193,29306,100,TRUE
Lactococcus phage 96403,2029675,phage,NCBI Refseq,209,NC_049414,1238,26874,100,TRUE
Lactococcus phage 96603,2029676,phage,NCBI Refseq,209,NC_049415,1378,30690,100,TRUE
Enterococcus phage phiSHEF2,2030922,phage,NCBI Refseq,209,NC_042021,402,41712,100,TRUE
Enterococcus phage phiSHEF4,2030923,phage,NCBI Refseq,209,NC_042022,477,41081,100,TRUE
Enterococcus phage phiSHEF5,2030924,phage,NCBI Refseq,209,NC_042023,419,41598,100,TRUE
Pseudomonas phage vB_PaeM_E217,2034346,phage,NCBI Refseq,209,NC_042079,3925,66291,100,TRUE
Pseudomonas phage vB_PaeM_E215,2034347,phage,NCBI Refseq,209,NC_042080,3929,66789,100,TRUE
Lactobacillus phage T25,2036055,phage,NCBI Refseq,209,NC_048625,2165,38421,100,TRUE
Staphylococcus virus 44AHJD,204086,phage,NCBI Refseq,209,NC_004678,1664,16784,100,TRUE
Staphylococcus phage P68,204090,phage,NCBI Refseq,209,NC_004679,56,18227,100,TRUE
Salmonella phage LVR16A,2041204,phage,NCBI Refseq,209,NC_048000,2309,111601,100,TRUE
Streptomyces phage Amethyst,2041205,phage,NCBI Refseq,209,NC_054664,690,49372,100,TRUE
Streptomyces phage Daudau,2041206,phage,NCBI Refseq,209,NC_054668,820,50602,100,TRUE
Streptomyces phage Diane,2041207,phage,NCBI Refseq,209,NC_054663,766,50483,100,TRUE
Streptomyces phage Tefunt,2041209,phage,NCBI Refseq,209,NC_054665,817,50574,100,TRUE
Lactobacillus phage LpeD,2041210,phage,NCBI Refseq,209,NC_048677,3162,145162,100,TRUE
Klebsiella phage vB_KpnS_IME279,2041211,phage,NCBI Refseq,209,NC_047862,500,42518,100,TRUE
Klebsiella phage vB_KpnM_KpV79,2041212,phage,NCBI Refseq,209,NC_042041,700,47760,100,TRUE
Pseudomonas phage SL1,2041215,phage,NCBI Refseq,209,NC_048676,3884,65847,100,TRUE
Mycobacterium phage Kumao,2041344,phage,NCBI Refseq,209,NC_053512,4007,70373,100,TRUE
Pseudomonas phage SL2,2041345,phage,NCBI Refseq,209,NC_042081,2046,279696,100,TRUE
Escherichia phage vB_EcoM_PHB05,2041347,phage,NCBI Refseq,209,NC_052652,3089,147659,100,TRUE
Ralstonia phage RPSC1,2041351,phage,NCBI Refseq,209,NC_047982,1762,39628,100,TRUE
Streptomyces phage Scap1,2041354,phage,NCBI Refseq,209,NC_042042,217,43060,100,TRUE
Leptospira phage LE3,2041382,phage,NCBI Refseq,209,NC_048678,761,48288,100,TRUE
Leptospira phage LE4,2041383,phage,NCBI Refseq,209,NC_048679,697,47866,100,TRUE
Salmonella phage Melville,2041413,phage,NCBI Refseq,209,NC_042044,3224,159323,100,TRUE
Lactobacillus phage LJ,2041454,phage,NCBI Refseq,209,NC_048680,276,44260,100,TRUE
Vibrio phage vB_VpaP_KF1,2041472,phage,NCBI Refseq,209,NC_048035,87,43237,100,TRUE
Vibrio phage vB_VpaP_KF2,2041473,phage,NCBI Refseq,209,NC_048036,312,43571,100,TRUE
Pectobacterium phage DU_PP_II,2041489,phage,NCBI Refseq,209,NC_047886,1963,40142,100,TRUE
Pectobacterium phage DU_PP_V,2041492,phage,NCBI Refseq,209,NC_047887,2265,106185,100,TRUE
Ralstonia phage DU_RP_I,2041493,phage,NCBI Refseq,209,NC_047888,1893,40657,100,TRUE
Gordonia phage Kabluna,2041511,phage,NCBI Refseq,209,NC_055731,3872,65869,100,TRUE
Gordonia phage Lennon,2041512,phage,NCBI Refseq,209,NC_042045,4400,60237,100,TRUE
Gordonia phage Patio,2041515,phage,NCBI Refseq,209,NC_055732,3923,66251,100,TRUE
Mycobacterium phage Anselm,2041517,phage,NCBI Refseq,209,NC_054805,3427,53545,100,TRUE
Mycobacterium phage Arib1,2041518,phage,NCBI Refseq,209,NC_051736,1048,46732,100,TRUE
Mycobacterium phage Bigswole,2041521,phage,NCBI Refseq,209,NC_054715,3273,156514,100,TRUE
Mycobacterium phage Cerulean,2041522,phage,NCBI Refseq,209,NC_054795,7,51809,99.51,FALSE
Mycobacterium phage Cindaradix,2041524,phage,NCBI Refseq,209,NC_054804,3623,51575,100,TRUE
Mycobacterium phage DaWorst,2041525,phage,NCBI Refseq,209,NC_051646,3587,56827,100,TRUE
Mycobacterium phage Demsculpinboyz,2041528,phage,NCBI Refseq,209,NC_051722,3530,57437,100,TRUE
Mycobacterium phage ILeeKay,2041533,phage,NCBI Refseq,209,NC_052434,3671,51017,100,TRUE
Mycobacterium phage Phasih,2041544,phage,NCBI Refseq,209,NC_051696,3374,56125,100,TRUE
Escherichia phage IMM-002,2041760,phage,NCBI Refseq,209,NC_048071,1966,40060,100,TRUE
Salinibacter virus M8CR30-2,2041855,phage,NCBI Refseq,209,NC_042350,2087,35099,100,TRUE
Salinibacter virus M31CR41-2,2041859,phage,NCBI Refseq,209,NC_042352,3648,51889,100,TRUE
Pseudomonas phage phiKMV,204270,phage,NCBI Refseq,209,NC_005045,503,42519,100,TRUE
Stenotrophomonas phage vB_SmaS_DLP_5,2044561,phage,NCBI Refseq,209,NC_042082,2344,96542,100,TRUE
Arthrobacter phage Huntingdon,2047760,phage,NCBI Refseq,209,NC_054422,338,43891,100,TRUE
Escherichia virus mutPK1A2,2047761,phage,NCBI Refseq,209,NC_047889,1023,44784,100,TRUE
Escherichia phage PGT2,2047782,phage,NCBI Refseq,209,NC_047890,529,42686,100,TRUE
Gluconobacter phage GC1,2047788,phage,NCBI Refseq,209,NC_042083,1481,16523,100,TRUE
Escherichia phage VB_EcoS-Golestan,2047801,phage,NCBI Refseq,209,NC_042084,1019,44829,100,TRUE
Gordonia phage BENtherdunthat,2047830,phage,NCBI Refseq,209,NC_047891,3356,54867,100,TRUE
Gordonia phage BirksAndSocks,2047831,phage,NCBI Refseq,209,NC_047892,2745,77354,100,TRUE
Mycobacterium phage Andies,2047834,phage,NCBI Refseq,209,NC_054452,347,43779,100,TRUE
Mycobacterium phage Archetta,2047836,phage,NCBI Refseq,209,NC_054778,1075,47409,100,TRUE
Mycobacterium phage Koko,2047840,phage,NCBI Refseq,209,NC_054782,3751,52879,100,TRUE
Mycobacterium phage Philonius,2047843,phage,NCBI Refseq,209,NC_054449,335,43886,100,TRUE
Arthrobacter phage Urla,2047867,phage,NCBI Refseq,209,NC_054429,333,43940,100,TRUE
Corynebacterium phage C3PO,2047868,phage,NCBI Refseq,209,NC_042085,3913,67383,100,TRUE
Corynebacterium phage Darwin,2047869,phage,NCBI Refseq,209,NC_042086,4090,67743,100,TRUE
Corynebacterium phage Zion,2047871,phage,NCBI Refseq,209,NC_042087,3932,66392,100,TRUE
Gordonia phage Gustav,2047872,phage,NCBI Refseq,209,NC_042088,271,44408,100,TRUE
Gordonia phage Mahdia,2047873,phage,NCBI Refseq,209,NC_042089,505,42475,100,TRUE
Shigella phage vB_SflS-ISF001,2048005,phage,NCBI Refseq,209,NC_047863,770,50552,100,TRUE
Proteus phage PM87,2048007,phage,NCBI Refseq,209,NC_052981,4141,59128,100,TRUE
Proteus phage PM135,2048008,phage,NCBI Refseq,209,NC_042090,2360,104329,100,TRUE
Escherichia phage DTL,2048061,phage,NCBI Refseq,209,NC_047893,1107,45814,100,TRUE
Lactobacillus phage Lb,2048517,phage,NCBI Refseq,209,NC_047983,153,43416,100,TRUE
Salmonella phage KFS-SE1,2048975,phage,NCBI Refseq,209,NC_048683,4358,59715,100,TRUE
Pseudomonas phage inbricus,2048976,phage,NCBI Refseq,209,NC_054970,4031,70211,100,TRUE
Pseudomonas phage nickie,2048977,phage,NCBI Refseq,209,NC_042091,2297,112225,100,TRUE
Pseudomonas phage tabernarius,2048978,phage,NCBI Refseq,209,NC_042092,4095,67498,100,TRUE
Pseudomonas phage uligo,2048979,phage,NCBI Refseq,209,NC_047894,708,47868,100,TRUE
Yersinia phage fHe-Yen9-04,2052742,phage,NCBI Refseq,209,NC_042116,1451,354378,100,TRUE
Yersinia phage fPS-9,2052746,phage,NCBI Refseq,209,NC_047934,1808,39034,100,TRUE
Yersinia phage fPS-53,2052752,phage,NCBI Refseq,209,NC_047936,1908,40694,100,TRUE
Yersinia phage fPS-54-ocr,2052753,phage,NCBI Refseq,209,NC_047937,1968,40075,100,TRUE
Yersinia phage fPS-59,2052754,phage,NCBI Refseq,209,NC_047935,2170,38391,100,TRUE
Corynebacterium phage phi673,2052821,phage,NCBI Refseq,209,NC_042354,985,44530,100,TRUE
Corynebacterium phage phi674,2052822,phage,NCBI Refseq,209,NC_042355,105,43193,100,TRUE
Yersinia phage fPS-2,2052930,phage,NCBI Refseq,209,NC_054943,2830,169060,100,TRUE
Yersinia phage fPS-65,2052931,phage,NCBI Refseq,209,NC_055724,2898,167058,100,TRUE
Yersinia phage fPS-90,2052932,phage,NCBI Refseq,209,NC_055723,2810,167132,100,TRUE
Salmonella phage BSP161,2053015,phage,NCBI Refseq,209,NC_048105,1772,39688,100,TRUE
Pectinobacterium phage PEAT2,2053078,phage,NCBI Refseq,209,NC_044940,731,48659,100,TRUE
Escherichia phage EG1,2053563,phage,NCBI Refseq,209,NC_047895,1936,39919,100,TRUE
Klebsiella phage Sugarland,2053603,phage,NCBI Refseq,209,NC_042093,2314,111103,100,TRUE
Acinetobacter phage SWH-Ab-1,2053604,phage,NCBI Refseq,209,NC_047896,410,41567,100,TRUE
Salmonella phage SP3,2053625,phage,NCBI Refseq,209,NC_048001,2249,109306,100,TRUE
Synechococcus phage S-CBWM1,2053653,phage,NCBI Refseq,209,NC_048106,3130,139069,100,TRUE
Escherichia phage FEC14,2053671,phage,NCBI Refseq,209,NC_049427,3216,158639,100,TRUE
Streptomyces phage Alsaber,2053672,phage,NCBI Refseq,209,NC_054677,648,48803,100,TRUE
Lactobacillus phage Lenus,2053682,phage,NCBI Refseq,209,NC_047897,2723,78891,100,TRUE
Salmonella phage YSP2,2053686,phage,NCBI Refseq,209,NC_047898,783,50316,100,TRUE
Escherichia virus VEc3,2053697,phage,NCBI Refseq,209,NC_047899,1006,44895,100,TRUE
Aeromonas phage Ah1,2053701,phage,NCBI Refseq,209,NC_055733,2968,221116,100,TRUE
Raoultella phage Ro1,2053702,phage,NCBI Refseq,209,NC_048682,3168,145759,100,TRUE
Lactococcus phage vB_Llc_bIBB5g1,2053705,phage,NCBI Refseq,209,NC_049425,1399,30132,100,TRUE
Lactococcus phage vB_Llc_bIBBF12,2053708,phage,NCBI Refseq,209,NC_049426,1177,29454,100,TRUE
Streptomyces phage WRightOn,2053723,phage,NCBI Refseq,209,NC_048684,901,45221,100,TRUE
Streptomyces phage Manuel,2053812,phage,NCBI Refseq,209,NC_048685,925,45177,100,TRUE
Streptomyces phage Immanuel3,2053813,phage,NCBI Refseq,209,NC_048686,1157,46094,100,TRUE
Ralstonia virus RSIBR1,2053972,phage,NCBI Refseq,209,NC_055052,60,6945,96.36999999999999,FALSE
Klebsiella phage May,2054272,phage,NCBI Refseq,209,NC_047900,3197,159631,100,TRUE
Klebsiella phage Menlow,2054273,phage,NCBI Refseq,209,NC_047901,3325,157281,100,TRUE
Salmonella phage Mutine,2054274,phage,NCBI Refseq,209,NC_049428,3257,161502,100,TRUE
Mycobacterium virus Che8,205868,phage,NCBI Refseq,209,NC_004680,4178,59471,100,TRUE
Mycobacterium virus CJW1,205869,phage,NCBI Refseq,209,NC_004681,2522,75931,100,TRUE
Mycobacterium virus Bxz2,205870,phage,NCBI Refseq,209,NC_004682,3686,50913,100,TRUE
Mycobacterium virus Che9c,205872,phage,NCBI Refseq,209,NC_004683,3595,57050,100,TRUE
Mycobacterium phage Rosebush,205874,phage,NCBI Refseq,209,NC_004684,4093,67480,100,TRUE
Mycobacterium virus Corndog,205875,phage,NCBI Refseq,209,NC_004685,4024,69777,100,TRUE
Mycobacterium virus Che9d,205876,phage,NCBI Refseq,209,NC_004686,3554,56275,100,TRUE
Mycobacterium phage Bxz1,205877,phage,NCBI Refseq,209,NC_004687,3277,156102,100,TRUE
Mycobacterium virus Omega,205879,phage,NCBI Refseq,209,NC_004688,2299,110865,100,TRUE
Mycobacterium phage Barnyard,205880,phage,NCBI Refseq,209,NC_004689,4013,70797,100,TRUE
Lactobacillus phage Lpa804,2059850,phage,NCBI Refseq,209,NC_048134,3186,142567,100,TRUE
Pseudomonas phage PMBT14,2059855,phage,NCBI Refseq,209,NC_048687,695,47820,100,TRUE
Pseudomonas phage PMBT3,2059856,phage,NCBI Refseq,209,NC_047902,2671,87196,100,TRUE
Acinetobacter phage SWH-Ab-3,2059857,phage,NCBI Refseq,209,NC_047883,581,41730,100,TRUE
Staphylococcus phage HSA84,2059858,phage,NCBI Refseq,209,NC_054974,531,42650,100,TRUE
Vibrio phage VEN,2059879,phage,NCBI Refseq,209,NC_047903,971,44603,100,TRUE
Streptomyces phage AbbeyMikolon,2059880,phage,NCBI Refseq,209,NC_047904,548,42551,100,TRUE
Streptomyces phage Attoomi,2059881,phage,NCBI Refseq,209,NC_047905,563,41872,100,TRUE
Streptomyces phage Omar,2059882,phage,NCBI Refseq,209,NC_054662,685,49299,100,TRUE
Streptomyces phage Rowa,2059883,phage,NCBI Refseq,209,NC_047906,182,42890,100,TRUE
Ralstonia phage RsoP1IDN,2060091,phage,NCBI Refseq,209,NC_047930,486,41135,100,TRUE
Salmonella phage BPS17L1,2060122,phage,NCBI Refseq,209,NC_042096,2764,84916,100,TRUE
Salmonella phage BPS17W1,2060124,phage,NCBI Refseq,209,NC_042097,2685,87609,100,TRUE
Erwinia phage vB_EamM_Desertfox,2060127,phage,NCBI Refseq,209,NC_042098,493,272458,100,TRUE
Escherichia phage PP01,2060720,phage,NCBI Refseq,209,NC_054930,2803,167812,100,TRUE
Escherichia phage T2,2060721,phage,NCBI Refseq,209,NC_054931,2879,163825,100,TRUE
Klebsiella phage GML-KpCol1,2060945,phage,NCBI Refseq,209,NC_047907,878,50249,100,TRUE
Staphylococcus phage phiSa2wa_st121mssa,2060948,phage,NCBI Refseq,209,NC_055049,945,45621,100,TRUE
Staphylococcus phage phiSa2wa_st22,2060949,phage,NCBI Refseq,209,NC_048681,2152,38576,100,TRUE
